243,192,200,201,191,-0.35,-10.55,0.20,f
233,188,201,197,187,-0.24,-10.59,0.08,f
232,188,205,195,190,-0.27,-10.51,-0.04,f
234,187,200,192,189,-0.12,-10.47,0.16,f
234,189,202,228,189,-0.20,-10.51,0.20,f
237,189,205,236,189,-0.16,-10.40,0.16,f
232,186,201,209,189,-0.20,-10.55,0.27,f
245,188,203,217,190,-0.08,-10.43,0.08,f
240,200,207,192,185,-0.43,-10.43,-0.35,f
254,298,211,196,188,-0.47,-10.40,-0.39,f
290,342,213,194,188,-0.31,-10.36,-1.18,f
327,362,209,192,186,-0.24,-10.43,-0.90,f
328,363,205,283,187,0.12,-10.28,-1.06,f
327,364,201,229,182,0.04,-10.28,-0.98,f
325,358,199,186,185,0.12,-10.24,-1.06,f
328,364,200,185,184,0.04,-10.28,-1.06,f
322,360,200,189,184,0.08,-10.24,-1.10,f
324,363,201,245,186,0.04,-10.20,-1.06,f
303,341,201,186,184,-0.16,-9.77,-1.02,f
245,207,201,188,185,-0.16,-10.51,-0.67,f
