3.455932889,3.455239556,3.510670222,3.341327111,3.404338222,3.325011111,3.297148,3.281268444,3.357492444,3.154750472,4.299172694,3.833271556,4.037502472,4.592301778,4.203711111,4.606047556,4.686478222,4.747328444,4.576769778,3.928722222,3.396646222,2.709775361,3.178971556,2.908856444,3.091706028,a
1.742218694,1.771658694,1.74713625,1.757648472,1.74552425,1.786061806,1.791464028,5.928662028,6.134458028,6.339138694,6.557195806,6.666364472,6.668440028,6.72026025,6.736665139,6.693898028,6.563036694,5.96489025,1.735882222,1.79130625,1.817405806,2.088472472,1.784108694,1.800938222,1.798406694,a
2.82367625,2.895689806,2.872516472,2.902114694,2.799357806,3.225396444,3.584318472,3.670465139,4.172057806,4.223205806,4.066713361,4.076523361,4.115789139,4.138194028,4.136374472,4.07239025,4.047937361,3.113118694,2.44725625,2.330742472,2.348698694,2.299173139,2.270876028,2.317513139,2.30555425,a
6.024910222,6.000237778,5.976391556,5.945367556,6.002499556,5.984992444,5.953513778,5.844256444,5.998129778,2.006136444,1.802093778,1.69290825,1.777874694,5.907720028,6.323557778,7.164988,7.427312444,7.341831111,7.392011556,7.313264,7.22058,6.945529778,6.442624889,2.060260889,2.026836,a
3.455932889,3.455239556,3.510670222,3.341327111,3.404338222,3.325011111,3.297148,3.281268444,3.357492444,3.154750472,4.299172694,3.833271556,4.037502472,4.592301778,4.203711111,4.606047556,4.686478222,4.747328444,4.576769778,3.928722222,3.396646222,2.709775361,3.178971556,2.908856444,3.091706028,a
1.74646625,1.763084472,1.698152028,1.683804028,1.749108444,5.784199361,5.948516028,6.073076444,6.323496,6.493066694,6.678706222,6.928872694,6.942570472,6.921564444,6.980531556,6.93622425,6.844251361,6.911429778,6.791201806,6.601012444,2.116183111,5.885304694,5.765499556,5.803281806,1.87759625,a
2.82367625,2.895689806,2.872516472,2.902114694,2.799357806,3.112052444,3.530306472,3.592629139,3.975613806,4.168629806,4.031997361,4.066887361,3.944205139,3.916126028,3.990374472,3.96183425,4.047937361,3.061122694,2.44725625,2.330742472,2.348698694,2.299173139,2.270876028,2.317513139,2.30555425,a
1.707520694,1.730240694,1.836555139,2.316934694,2.976816444,3.888208028,4.819488472,4.388929778,4.394300444,4.542275139,4.356958222,4.402120889,4.010280444,3.551103111,2.22281625,1.797272028,1.704984028,1.545569139,1.530237806,1.537038694,1.531512028,1.52660825,1.530204028,1.514102028,1.542098028,a
3.455932889,3.455239556,3.510670222,3.341327111,3.404338222,3.325011111,3.297148,3.281268444,3.357492444,3.154750472,4.359716694,3.897015556,4.018098472,4.713901778,4.235151111,4.546843556,4.686478222,4.747328444,4.576769778,3.978322222,3.396646222,2.709775361,3.178971556,2.908856444,3.091706028,a
2.645596889,2.937834222,3.724666222,4.872998028,5.043753806,5.402440028,5.498861806,5.357448472,5.287126694,5.225264472,5.380355361,4.868660889,3.955446222,2.658904444,1.893328889,1.805062222,1.798511139,1.790336444,1.701984,1.813844444,1.811634222,1.818361778,1.828644889,1.828644889,1.828644889,a
1.758939139,1.901395361,1.797786028,1.758939139,1.783140694,1.790436472,1.809007361,1.809449361,1.795595139,1.798254694,1.78704225,1.83925225,1.684299806,1.908155361,1.790928472,1.765475139,1.743602028,1.879912889,2.193660556,2.017888694,2.03772,2.830809139,3.263247806,3.39532025,1.903924,b
1.716719111,1.716308472,1.725513806,1.709270222,5.775744889,5.807845806,5.799055139,5.820205806,5.808008028,5.864549139,5.806344472,5.814203361,5.799622694,5.81941625,5.736877806,5.705834028,5.696205806,5.771220028,5.785623361,5.748645806,5.802072889,1.654587361,1.69064025,1.648950222,1.648950222,b
1.884029806,2.02080425,1.875587806,2.007717361,1.924941361,2.105572556,2.213599111,2.040829361,2.19122625,2.066247361,2.018137139,2.083371139,1.980248472,1.89845025,1.743699806,1.861085806,1.784809806,1.848806028,1.70095025,1.617286472,1.642613361,1.62933625,1.62933625,1.62933625,1.62933625,b
1.653845361,1.697190694,1.710420444,1.666138028,1.921287361,5.97102025,5.983936028,5.976503556,6.067924472,6.055771806,6.016815806,6.010590472,5.984620028,5.878716028,5.890584028,5.815700028,1.803197806,1.767508472,1.790812472,1.785203806,1.773334028,1.69092025,1.72674425,1.664635361,1.664635361,b
2.552964694,2.488981361,2.493462028,2.416892028,2.506406028,2.481053139,2.599846472,2.593656472,2.465364694,2.18339025,2.069649361,2.144716472,2.12275025,2.04194825,2.213562694,2.137892472,2.136478028,2.10934225,2.217294472,2.32700625,1.999841806,2.135473139,1.951693806,1.956652694,2.206842472,b
2.195048889,2.203449778,2.109569778,2.085997778,6.294227556,6.296380889,6.280976444,6.243815556,6.425887111,6.541580444,6.384199556,6.477688889,6.165369778,6.105727806,6.299196889,6.448760444,5.971430028,6.228660444,6.088374694,6.118087111,6.127299111,6.107822222,6.121235556,6.121235556,6.121235556,b
