0.56979405,0.427230047,0.501253133,0.181818182,0.470886076,0.075,-0.919753086,-0.138028169,a
0.57208238,0.429577465,0.503759398,0.182795699,0.470886076,0.082,-0.917107584,-0.109859155,a
0.57208238,0.427230047,0.501253133,0.182795699,0.470886076,0.075,-0.923280423,-0.115492958,a
0.56979405,0.429577465,0.503759398,0.182795699,0.470886076,0.078,-0.919753086,-0.109859155,a
0.56979405,0.429577465,0.498746867,0.182795699,0.470886076,0.082,-0.919753086,-0.126760563,a
0.57208238,0.431924883,0.503759398,0.183773216,0.473417722,0.075,-0.923280423,-0.109859155,a
0.57208238,0.431924883,0.50877193,0.183773216,0.470886076,0.075,-0.919753086,-0.121126761,a
0.57208238,0.4342723,0.50877193,0.18572825,0.473417722,0.071,-0.923280423,-0.109859155,a
0.56979405,0.436619718,0.521303258,0.188660802,0.473417722,0.082,-0.919753086,-0.115492958,a
0.56979405,0.450704225,0.546365915,0.198435973,0.478481013,0.063,-0.92680776,-0.109859155,a
0.57208238,0.535211268,0.644110276,1,0.508860759,0.031,-0.923280423,-0.121126761,a
0.574370709,0.626760563,0.724310777,1,0.569620253,0.027,-0.930335097,-0.126760563,a
0.581235698,0.746478873,0.794486216,1,0.675949367,0,-0.933862434,-0.066197183,a
0.601830664,0.814553991,0.832080201,1,0.762025316,-0.004,-0.951499118,-0.011267606,a
0.610983982,0.816901408,0.819548872,1,0.77721519,-0.086,-0.92680776,0.06056338,a
0.624713959,0.809859155,0.817042607,1,0.774683544,-0.094,-0.92680776,0,a
0.624713959,0.814553991,0.80952381,0.999022483,0.769620253,-0.114,-0.923280423,0.033802817,a
0.631578947,0.812206573,0.807017544,1,0.772151899,-0.11,-0.930335097,0.049295775,a
0.638443936,0.802816901,0.804511278,1,0.746835443,-0.102,-0.930335097,0.071830986,a
0.601830664,0.725352113,0.786967419,1,0.721518987,-0.114,-0.937389771,0.033802817,a
0.581235698,0.530516432,0.674185464,1,0.518987342,0.004,-0.955026455,-0.088732394,a
0.576659039,0.453051643,0.531328321,0.190615836,0.463291139,0.024,-0.917107584,-0.138028169,a
0.576659039,0.431924883,0.496240602,0.181818182,0.460759494,0.102,-0.933862434,-0.071830986,a
0.567505721,0.4342723,0.49122807,0.17888563,0.458227848,0.098,-0.919753086,-0.138028169,a
0.558352403,0.422535211,0.493734336,0.233626588,0.453164557,0.149,-0.919753086,-0.132394366,a
0.558352403,0.4342723,0.488721805,0.179863148,0.453164557,0.106,-0.937389771,-0.071830986,a
0.558352403,0.427230047,0.488721805,0.173998045,0.453164557,0.106,-0.913580247,-0.132394366,a
0.558352403,0.427230047,0.498746867,0.177908113,0.448101266,0.11,-0.919753086,-0.105633803,a
0.558352403,0.424882629,0.483709273,0.17888563,0.458227848,0.118,-0.902998236,-0.166197183,a
0.560640732,0.427230047,0.50877193,0.175953079,0.455696203,0.126,-0.919753086,-0.121126761,a
0.558352403,0.431924883,0.493734336,0.183773216,0.458227848,0.11,-0.913580247,-0.166197183,a
0.560640732,0.436619718,0.498746867,0.174975562,0.460759494,0.122,-0.923280423,-0.138028169,a
0.578947368,0.450704225,0.538847118,1,0.475949367,0.059,-0.899470899,-0.226760563,a
0.578947368,0.448356808,0.538847118,1,0.473417722,0.063,-0.902998236,-0.243661972,a
0.576659039,0.448356808,0.536340852,1,0.473417722,0.055,-0.899470899,-0.232394366,a
0.578947368,0.450704225,0.538847118,1,0.475949367,0.063,-0.902998236,-0.238028169,a
0.576659039,0.450704225,0.538847118,1,0.475949367,0.059,-0.902998236,-0.232394366,a
0.576659039,0.448356808,0.538847118,1,0.473417722,0.063,-0.902998236,-0.221126761,a
0.576659039,0.448356808,0.536340852,1,0.473417722,0.059,-0.906525573,-0.209859155,a
0.576659039,0.450704225,0.541353383,1,0.473417722,0.071,-0.906525573,-0.221126761,a
0.576659039,0.448356808,0.538847118,1,0.473417722,0.024,-0.895943563,-0.249295775,a
0.578947368,0.448356808,0.536340852,1,0.473417722,0.055,-0.906525573,-0.215492958,a
0.574370709,0.448356808,0.536340852,1,0.470886076,0.035,-0.899470899,-0.187323944,a
0.578947368,0.448356808,0.536340852,1,0.475949367,-0.024,-0.902998236,-0.249295775,a
0.578947368,0.438967136,0.528822055,0.237536657,0.473417722,-0.008,-0.899470899,-0.243661972,a
0.576659039,0.4342723,0.511278195,0.187683284,0.470886076,0.016,-0.906525573,-0.198591549,a
0.578947368,0.4342723,0.50877193,0.184750733,0.46835443,0.016,-0.923280423,-0.126760563,a
0.581235698,0.431924883,0.50877193,0.18572825,0.46835443,0.02,-0.919753086,-0.177464789,a
