231,184,210,202,196,-0.47,-10.43,0.12,d
230,182,209,202,196,-0.35,-10.47,0.08,d
231,185,211,202,196,-0.43,-10.47,0.04,d
229,183,216,207,195,-0.47,-10.47,0.04,d
230,183,219,210,197,-0.51,-10.51,0.12,d
228,184,235,231,207,-0.63,-10.47,-0.12,d
264,182,318,344,258,-0.67,-10.40,-0.24,d
272,183,350,389,288,-0.71,-10.36,-0.78,d
293,184,373,411,305,-0.71,-10.24,-0.86,d
304,181,384,425,323,-0.75,-10.36,-1.02,d
309,179,379,425,330,-0.75,-10.20,-0.94,d
305,178,370,416,325,-0.51,-10.20,-0.90,d
304,178,370,417,326,-0.63,-10.32,-1.18,d
301,179,372,417,323,-0.59,-10.24,-0.94,d
297,177,367,415,322,-0.63,-10.24,-1.06,d
298,179,365,410,318,-0.59,-10.28,-1.02,d
275,180,356,406,315,-0.75,-10.43,-0.94,d
265,179,287,312,280,-0.63,-10.36,-0.75,d
257,181,231,224,209,-0.55,-10.24,-0.55,d
245,181,207,196,188,-0.47,-10.40,-0.67,d
235,180,198,188,188,-0.55,-10.36,-0.35,d
230,180,198,188,187,-0.43,-10.43,-0.24,d
230,179,197,185,187,-0.43,-10.40,-0.35,d
231,182,198,185,185,-0.47,-10.43,-0.24,d
217,178,197,186,189,-0.47,-10.40,-0.39,d
239,182,199,189,187,-0.39,-10.51,-0.47,d
