232,183,203,199,179,-0.86,-10.75,1.06
232,188,200,199,180,-0.78,-10.55,0.78
235,185,205,199,180,-0.78,-10.55,0.78
239,183,202,199,181,-0.86,-10.67,1.41
235,186,199,199,181,-0.98,-10.75,1.33
240,187,208,199,184,-0.63,-10.75,1.26
239,186,203,199,181,-0.78,-10.47,0.90
237,182,203,199,180,-0.75,-10.75,1.57
241,185,206,199,181,-0.98,-10.51,1.06
242,185,203,280,181,-0.59,-10.75,1.45
235,187,203,300,181,-0.78,-10.47,1.06
242,185,196,329,181,-0.71,-10.47,0.59
259,190,205,344,183,-0.51,-10.79,1.18
298,194,214,400,197,-0.31,-10.43,0.86
303,195,215,402,214,-0.90,-10.63,0.43
306,199,209,399,213,-0.35,-10.98,0.94
303,229,237,388,242,-0.51,-10.67,0.94
304,245,253,376,287,-0.35,-10.63,0.94
295,246,254,399,287,-0.43,-10.51,0.98
300,307,312,400,326,-0.12,-10.71,1.02
303,323,334,365,340,-0.27,-10.71,0.86
302,335,341,343,343,-0.20,-10.90,0.98
306,338,346,300,344,0.12,-10.75,0.67
305,336,342,311,340,-0.04,-10.47,0.31
308,337,340,300,335,-0.24,-10.71,0.75
309,336,341,299,335,-0.04,-10.75,1.14
314,315,326,288,298,-0.55,-10.36,1.26
287,207,240,329,207,-0.51,-10.67,1.26
275,186,212,200,184,-0.31,-10.51,1.18
230,185,202,185,182,-0.59,-10.51,0.24
226,181,201,183,177,-0.59,-10.55,0.24
222,180,199,179,178,-0.59,-10.55,-0.12
217,182,200,179,182,-0.86,-10.51,0.55
221,187,202,181,178,-0.94,-10.47,0.00
219,183,197,179,179,-0.90,-10.67,0.47
219,182,203,176,179,-0.82,-10.51,0.51
220,184,202,190,179,-0.78,-10.51,0.39
221,184,203,182,180,-0.82,-10.55,0.35
219,183,205,183,180,-0.90,-10.47,0.31
