219,182,201,183,183,0.82,-10.59,2.24
222,184,202,181,179,0.55,-10.83,2.79
218,181,198,179,178,0.59,-10.12,1.53
224,183,202,179,179,1.02,-10.55,2.04
222,180,196,179,182,0.82,-10.55,2.12
218,181,200,183,179,0.75,-10.51,2.08
220,180,202,185,179,0.55,-10.63,2.28
221,180,199,178,179,0.55,-10.67,2.24
218,182,203,185,180,0.43,-10.59,2.28
221,187,202,189,181,0.39,-10.51,2.16
222,182,202,181,177,0.55,-10.51,2.00
217,187,201,178,178,0.67,-10.71,2.20
222,186,199,183,181,0.51,-10.83,2.55
219,179,200,179,178,0.63,-10.36,1.73
263,185,202,255,183,0.82,-10.63,2.67
326,184,205,265,184,0.78,-10.59,2.47
358,184,214,267,200,0.47,-10.63,2.86
369,187,253,289,217,0.51,-10.43,2.31
382,189,294,344,263,0.35,-10.75,2.98
384,190,316,355,294,0.63,-10.63,2.47
420,204,320,388,303,0.59,-10.40,2.31
428,224,326,399,314,0.47,-10.32,2.39
432,289,332,376,315,0.63,-10.24,2.08
430,319,334,366,311,0.63,-10.59,2.31
434,312,333,388,324,0.20,-10.63,2.43
432,308,335,376,333,0.51,-10.59,2.20
438,302,341,388,340,0.39,-10.47,2.28
427,306,333,364,344,0.39,-10.55,2.39
427,302,339,320,343,0.27,-10.63,2.51
416,301,335,311,334,0.63,-10.63,2.39
388,275,324,300,306,0.43,-10.55,2.28
314,207,270,288,226,0.39,-10.47,2.59
274,191,223,211,190,0.35,-10.67,2.63
232,183,204,199,178,0.20,-10.71,2.16
216,181,201,194,179,0.20,-10.71,1.61
213,177,199,181,179,0.39,-10.59,1.45
213,177,201,181,180,0.43,-10.71,1.33
215,179,193,180,179,0.27,-10.71,1.26
210,186,201,1023,183,0.43,-10.71,1.49
215,182,192,229,180,0.43,-10.75,1.37
214,181,200,191,181,0.47,-10.71,1.33
213,181,198,188,180,0.55,-10.71,1.49
