253,191,222,230,187,1.18,-10.59,-0.08
272,190,221,214,187,1.06,-10.55,-0.16
291,188,221,212,187,1.06,-10.59,0.00
261,190,223,212,187,0.90,-10.59,-0.04
243,191,222,213,187,1.06,-10.55,-0.24
262,192,233,1023,189,1.10,-10.47,-0.08
238,214,286,1023,216,1.10,-10.47,-0.43
242,208,320,1023,276,1.06,-10.40,-0.47
276,192,341,1023,314,1.10,-10.24,-1.22
313,187,345,1023,315,0.98,-10.20,-1.49
334,185,341,1023,310,0.63,-10.20,-1.69
342,186,340,1023,306,0.71,-10.12,-1.92
342,186,338,1023,303,0.67,-10.16,-1.88
352,186,336,1023,302,0.78,-10.16,-1.96
332,185,334,1023,301,0.82,-10.16,-1.77
335,182,329,1023,300,0.82,-10.32,-1.96
323,181,327,1023,300,1.10,-10.28,-1.45
295,182,303,1023,262,1.02,-10.32,-1.84
261,182,228,220,189,1.37,-10.12,-1.84
262,182,205,1023,181,1.37,-10.04,-2.00
256,180,198,219,179,1.69,-10.08,-1.73
235,180,197,181,178,1.88,-10.08,-1.73
246,180,196,181,178,1.77,-10.20,-1.84
251,179,197,181,178,1.88,-10.20,-1.57
248,179,197,180,178,1.88,-10.12,-1.61
240,180,197,184,178,1.84,-10.20,-1.53
247,180,198,1023,179,1.73,-10.16,-1.77
