229,182,203,196,191,-0.71,-10.47,0.67,e
229,177,205,197,191,-0.67,-10.47,0.59,e
225,181,200,194,190,-0.71,-10.51,0.55,e
230,183,206,199,190,-0.67,-10.59,0.59,e
227,183,203,199,187,-0.59,-10.55,0.59,e
228,183,204,201,193,-0.59,-10.47,0.63,e
236,182,206,195,190,-0.86,-10.51,0.55,e
229,184,203,196,194,-0.82,-10.36,0.39,e
251,180,208,196,189,-0.86,-10.47,0.20,e
298,205,229,217,197,-0.78,-10.67,0.55,e
306,273,301,308,223,-0.98,-10.63,0.39,e
319,325,336,359,261,-0.78,-10.28,-0.71,e
329,363,348,380,293,-0.86,-10.79,0.20,e
343,373,362,385,302,-1.06,-10.32,-0.39,e
350,380,366,398,314,-0.98,-10.55,0.04,e
343,383,372,402,333,-0.71,-10.04,-0.71,e
343,373,374,415,341,-0.94,-10.36,-0.24,e
336,377,371,409,342,-0.86,-10.24,-0.35,e
340,372,361,398,334,-0.51,-10.47,-0.24,e
332,372,372,397,330,-0.67,-10.20,-0.63,e
