255,193,219,1021,181,1.73,-10.55,0.35,f
277,191,220,1021,181,1.88,-10.55,0.43,f
249,187,210,257,181,2.47,-10.28,-0.63,f
236,184,202,188,177,2.35,-10.47,-0.51,f
251,178,199,182,176,2.47,-10.36,-0.55,f
234,179,199,181,177,2.43,-10.32,-0.55,f
256,180,196,181,176,2.47,-10.16,-0.71,f
257,179,198,183,175,2.51,-10.28,-0.63,f
220,181,200,182,177,2.39,-10.28,-0.67,f
255,180,200,182,177,2.47,-10.28,-0.63,f
254,181,199,182,175,2.47,-10.24,-0.75,f
270,205,202,183,176,3.02,-10.43,-0.55,f
316,282,214,188,178,2.79,-10.20,-0.78,f
371,345,220,193,179,2.94,-10.08,-0.90,f
341,374,223,259,177,2.98,-10.08,-0.98,f
341,380,224,315,178,3.06,-10.16,-0.82,f
353,378,217,195,179,3.02,-10.04,-0.98,f
348,379,215,193,178,3.10,-10.12,-0.78,f
332,353,218,191,178,2.94,-10.20,-0.63,f
315,282,219,192,178,2.86,-10.16,-0.71,f
240,231,217,193,176,2.79,-10.16,-0.59,f
